Aerosmith,Alan Jackson,Alexandre Desplat,Asha Bhosle,Beat Happening,Billy Joel,Blake Shelton,Bon Jovi,Brad Paisley,Brian Eno,Britney Spears,Brooks & Dunn,Bruce Springsteen,Bryan Adams,Carrie Underwood,Chris Brown,Cocteau Twins,Daniel Johnston,Danny Elfman,Dead Can Dance,Death In June,Destruction,Dierks Bentley,Drake,Duran Duran,Elton John,Eminem,Eric B. & Rakim,Genesis,George Strait,Glee Cast,Guided By Voices,Harry Belafonte,Hiphop Tamizha,Huey Lewis & The News,Iggy Pop,Iron Maiden,JAY-Z,Janet Jackson,Jason Aldean,Joe Satriani,Johann Sebastian Bach,Journey,Judas Priest,Justin Bieber,Keith Urban,Kelly Clarkson,Kenny Chesney,Lady Gaga,Los Rebeldes,Luis Enrique,Luis Miguel,Luke Bryan,Lulu Santos,Luther Vandross,Madonna,Malcolm Arnold,Mariah Carey,Mary J. Blige,Michael Jackson,Momus,Nataural,Nausea,Nobuo Uematsu,Novembers Doom,P!nk,Phil Collins,Philip Glass,Post Malone,Prince,R. Kelly,R.E.M.,Randy Travis,Rascal Flatts,Red Hot Chili Peppers,Ricky Skaggs,Rihanna,Rod Stewart,Running Wild,Silvio Rodríguez,Sisters of Mercy,Skinny Puppy,Slime,Stan Getz,Tangerine Dream,Taylor Swift,The American Dollar,The Bluegrass Album Band,The Cleaners From Venus,The Cramps,The Pogues,The Prisoners,The Stooges,The Weeknd,Tim McGraw,Toby Keith,Ton Steine Scherben,U2,Usher,Whitney Houston,Éric Serra
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
